Acostatown, PW 68236",,FREN2402,Prototypical Rhetoric,EH1Z1@UoNEHT.ac.uk,JC4Z1@UoNEHT.ac.uk,,,1.0,30.0,20.0 Acostatown, PW 68236",,FREN2403,Prototypical French Literature,JL1Z1@UoNEHT.ac.uk,AL1Z1@UoNEHT.ac.uk,CS1Z1@UoNEHT.ac.uk,4.0,16.0,6.0,24.0
Acostatown, PW 68236",,FREN2404,Prototypical Creative Writing,KC1Z1@UoNEHT.ac.uk,,,,3.0,16.0,26.0 Acostatown, PW 68236",,FREN2405,Intermediate French Grammar,TM2Z1@UoNEHT.ac.uk,,,,15.0,9.0,22.0
Acostatown, PW 68236",,FREN2406,Intermediate Poetics,YC1Z1@UoNEHT.ac.uk,BH1Z1@UoNEHT.ac.uk,,71.0,6.0,8.0, Acostatown, PW 68236",,FREN2407,Structured Formal Speech,JD3Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,,24.0,,,
Adamfurt, SC 39957",783.477.1629x73334,COMP4401,Theoretical Modelling,LN1Z1@UoNEHT.ac.uk,CT1Z1@UoNEHT.ac.uk,MW1Z1@UoNEHT.ac.uk,,28.0,26.0,18.0 Adamfurt, SC 39957",783.477.1629x73334,COMP4402,Expert Design,AP1Z1@UoNEHT.ac.uk,MW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,38.0,5.0,1.0,
Adamfurt, SC 39957",783.477.1629x73334,COMP4403,Theoretical Ethics and Standards,KH1Z1@UoNEHT.ac.uk,TG1Z1@UoNEHT.ac.uk,JS4Z1@UoNEHT.ac.uk,24.0,24.0,5.0,11.0 Adamfurt, SC 39957",783.477.1629x73334,COMP4404,Master's Software,CJ1Z1@UoNEHT.ac.uk,,,24.0,12.0,14.0,8.0
Adamfurt, SC 39957",783.477.1629x73334,COMP4405,Theoretical Statistics,JJ1Z1@UoNEHT.ac.uk,RR2Z1@UoNEHT.ac.uk,,41.0,17.0,, Adamfurt, SC 39957",783.477.1629x73334,COMP4406,Mastering Algorithms,JD1Z1@UoNEHT.ac.uk,,,4.0,9.0,1.0,
Adamfurt, SC 39957",783.477.1629x73334,COMP4407,Theoretical Programming,JB2Z1@UoNEHT.ac.uk,AD2Z1@UoNEHT.ac.uk,,,6.0,41.0, Adam,Garza,2977946,AG2Y25@UoNEHT.ac.uk,4,"575 Jesse Parks
Adam,Gonzalez,75848902,AG7Y25@UoNEHT.ac.uk,2,"34104 Rios Forks Suite 214 Adam,Gordon,33242282,AG4Y25@UoNEHT.ac.uk,4,"7723 Paula Glen
Adam,Harper,134232712,AH14Y25@UoNEHT.ac.uk,1,"472 Mark Tunnel Apt. 847 Adam,Johnson,32393611,AJ8Y25@UoNEHT.ac.uk,4,"9577 Lee Loop
Adamland, VI 03921",511.440.5160,COMP2401,Intermediate Design,FM1Z1@UoNEHT.ac.uk,LP1Z1@UoNEHT.ac.uk,TM3Z1@UoNEHT.ac.uk,,14.0,4.0, Adamland, VI 03921",511.440.5160,COMP2402,Advanced Ethics and Standards,KB2Z1@UoNEHT.ac.uk,JR3Z1@UoNEHT.ac.uk,CM3Z1@UoNEHT.ac.uk,,16.0,38.0,
Adamland, VI 03921",511.440.5160,COMP2403,Advanced Software,JS4Z1@UoNEHT.ac.uk,MN1Z1@UoNEHT.ac.uk,,19.0,37.0,, Adamland, VI 03921",511.440.5160,COMP2404,Intermediate Algorithms,CJ2Z1@UoNEHT.ac.uk,JS4Z1@UoNEHT.ac.uk,,57.0,5.0,10.0,
Adamland, VI 03921",511.440.5160,COMP2405,Advanced Statistics,BM1Z1@UoNEHT.ac.uk,KR1Z1@UoNEHT.ac.uk,EF1Z1@UoNEHT.ac.uk,61.0,,, Adamland, VI 03921",511.440.5160,COMP2406,Advanced Modelling,JG1Z1@UoNEHT.ac.uk,EL1Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,,25.0,22.0,
Adamland, VI 03921",511.440.5160,COMP2407,Prototypical Programming,GB1Z1@UoNEHT.ac.uk,,,63.0,12.0,, Adam,Newton,122551588,AN6Y25@UoNEHT.ac.uk,1,"6555 Bell Trail Suite 893
Adam,Perez,26630627,AP6Y25@UoNEHT.ac.uk,4,"9064 Parker Station Adam,Rodriguez,121330131,AR21Y25@UoNEHT.ac.uk,1,"061 Lisa Brooks Suite 384
Adamside, DE 41962",395.667.8922,FREN3401,Advanced Wider Media,LG1Z1@UoNEHT.ac.uk,MM3Z1@UoNEHT.ac.uk,,61.0,,, Adamside, DE 41962",395.667.8922,FREN3402,Practical Rhetoric,KS2Z1@UoNEHT.ac.uk,,,75.0,5.0,6.0,
Adamside, DE 41962",395.667.8922,FREN3403,Practical Formal Speech,BE1Z1@UoNEHT.ac.uk,,,98.0,,, Adamside, DE 41962",395.667.8922,FREN3404,Advanced French Grammar,MS3Z1@UoNEHT.ac.uk,,,47.0,17.0,,
Adamside, DE 41962",395.667.8922,FREN3405,Advanced Creative Writing,NC1Z1@UoNEHT.ac.uk,,,11.0,24.0,, Adamside, DE 41962",395.667.8922,FREN3406,Mastering French Literature,MS4Z1@UoNEHT.ac.uk,,,7.0,28.0,,
Adamside, DE 41962",395.667.8922,FREN3407,Mastering Poetics,AE1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,,13.0,6.0,16.0,24.0 Adamsmouth, WI 12139",324.370.0328,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,52.0,13.0,,
Adamsmouth, WI 12139",324.370.0328,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,0.0,2.0,6.0,5.0 Adamsmouth, WI 12139",324.370.0328,FINE3403,Advanced Landscapes,DG1Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,,3.0,16.0,14.0
Adamsmouth, WI 12139",324.370.0328,FINE3404,Mastering Charcoal,JR2Z1@UoNEHT.ac.uk,SN1Z1@UoNEHT.ac.uk,HS2Z1@UoNEHT.ac.uk,63.0,,, Adamsmouth, WI 12139",324.370.0328,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,8.0,28.0,0.0
Adamsville, MD 16290",992-801-8772x07254,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,60.0,,, Adamsville, MD 16290",992-801-8772x07254,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,1.0,36.0,
Adamsville, MD 16290",992-801-8772x07254,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,8.0,2.0,, Adamsville, MD 16290",992-801-8772x07254,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,50.0,0.0,,
Adamsville, MD 16290",992-801-8772x07254,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,74.0,19.0,, Adamsville, MD 16290",992-801-8772x07254,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,40.0,15.0,,
Adamsville, MD 16290",992-801-8772x07254,GER2407,Advanced Rhetoric,MH2Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,16.0,2.0,, Adkinsview, WI 49640",(359)301-5755x2608,ENG3401,Field Poetics,RM3Z1@UoNEHT.ac.uk,,,78.0,4.0,6.0,
Adkinsview, WI 49640",(359)301-5755x2608,ENG3402,Mastering Wider Media,MB1Z1@UoNEHT.ac.uk,,,13.0,16.0,, Adkinsview, WI 49640",(359)301-5755x2608,ENG3403,Field English Literature,JS2Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,,24.0,14.0,1.0
Adkinsview, WI 49640",(359)301-5755x2608,ENG3404,Advanced Formal Speech,AE1Z1@UoNEHT.ac.uk,RC1Z1@UoNEHT.ac.uk,,,26.0,8.0, Adkinsview, WI 49640",(359)301-5755x2608,ENG3405,Practical English Grammar,LG1Z1@UoNEHT.ac.uk,JS2Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,1.0,9.0,8.0,
Adkinsview, WI 49640",(359)301-5755x2608,ENG3406,Field Rhetoric,MD1Z1@UoNEHT.ac.uk,,,76.0,20.0,, Adkinsview, WI 49640",(359)301-5755x2608,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,46.0,10.0,0.0,
Adrian,Diaz,131301480,AD5Y25@UoNEHT.ac.uk,1,"8982 Evans Oval Adrian,Leon,29706707,AL3Y25@UoNEHT.ac.uk,4,"Unit 0863 Box 6264
Adrian,Thomas,128486950,AT6Y25@UoNEHT.ac.uk,1,"238 Jennifer Keys Apt. 069 Alan,Gutierrez,114349618,AG13Y25@UoNEHT.ac.uk,1,"857 Massey Plaza Apt. 261
Alan,Knight,31282530,AK3Y25@UoNEHT.ac.uk,4,"870 Richards Hollow Alan,Lee,105377857,AL7Y25@UoNEHT.ac.uk,2,"1700 Jodi Plain Suite 708
Albert,Mays,38547228,AM15Y25@UoNEHT.ac.uk,3,"072 Brown Path Albert,Parsons,38014680,AP8Y25@UoNEHT.ac.uk,3,"8345 Williams Lodge
Albert,Smith,66638744,AS6Y25@UoNEHT.ac.uk,3,"6463 Kathy Village Albertville, LA 49999",(833)645-4995x99740,ELEC4401,Master's Design,JW2Z1@UoNEHT.ac.uk,CT1Z1@UoNEHT.ac.uk,,49.0,0.0,,
Albertville, LA 49999",(833)645-4995x99740,ELEC4402,Master's Microsystems,LN1Z1@UoNEHT.ac.uk,AD2Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,37.0,2.0,0.0, Albertville, LA 49999",(833)645-4995x99740,ELEC4403,Mastering Programming,RR2Z1@UoNEHT.ac.uk,,,33.0,,,
Albertville, LA 49999",(833)645-4995x99740,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,1.0,0.0,20.0,10.0 Albertville, LA 49999",(833)645-4995x99740,ELEC4405,Theoretical Hardware,GW1Z1@UoNEHT.ac.uk,,,38.0,6.0,,
Albertville, LA 49999",(833)645-4995x99740,ELEC4406,Theoretical Modelling,JS3Z1@UoNEHT.ac.uk,,,34.0,,, Albertville, LA 49999",(833)645-4995x99740,ELEC4407,Master's Ethics and Standards,MW1Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,TW1Z1@UoNEHT.ac.uk,29.0,7.0,9.0,
Alec,Johnson,30560572,AJ7Y25@UoNEHT.ac.uk,4,"9343 Ross Haven Alejandra,Mejia,138213969,AM30Y25@UoNEHT.ac.uk,1,"490 James Tunnel Suite 840
Alejandro,Fitzpatrick,21304387,AF1Y25@UoNEHT.ac.uk,4,"457 May Street Apt. 217 Alejandro,Norris,52657840,AN2Y25@UoNEHT.ac.uk,3,"6557 Katherine Route
Alejandro,Underwood,59876431,AU1Y25@UoNEHT.ac.uk,3,"221 Bruce Avenue Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3401,Advanced Modelling,JG1Z1@UoNEHT.ac.uk,,,55.0,4.0,5.0,
Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3402,Field Programming,EH2Z1@UoNEHT.ac.uk,TC1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,55.0,6.0,, Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3403,Mastering Ethics and Standards,WR1Z1@UoNEHT.ac.uk,,,69.0,5.0,3.0,
Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3404,Advanced Microsystems,RR2Z1@UoNEHT.ac.uk,,,79.0,,, Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,54.0,35.0,,
Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3406,Field Hardware,CL1Z1@UoNEHT.ac.uk,CH1Z1@UoNEHT.ac.uk,MJ1Z1@UoNEHT.ac.uk,52.0,0.0,, Alexanderburgh, LA 83277",+1-987-236-3378x3427,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,4.0,21.0,33.0
Alexander,Camacho,6040425,AC4Y25@UoNEHT.ac.uk,4,"2421 Matthew Branch Suite 124 Alexander,Galvan,103257838,AG10Y25@UoNEHT.ac.uk,2,"4641 Jackson Park
Alexander,Gill,71618233,AG6Y25@UoNEHT.ac.uk,3,"3826 Smith Stream Alexanderland, WV 60179",453.364.1303,ENG3401,Field Poetics,RM3Z1@UoNEHT.ac.uk,,,41.0,10.0,0.0,
Alexanderland, WV 60179",453.364.1303,ENG3402,Mastering Wider Media,MB1Z1@UoNEHT.ac.uk,,,29.0,32.0,, Alexanderland, WV 60179",453.364.1303,ENG3403,Field English Literature,JS2Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,,14.0,15.0,28.0
Alexanderland, WV 60179",453.364.1303,ENG3404,Advanced Formal Speech,AE1Z1@UoNEHT.ac.uk,RC1Z1@UoNEHT.ac.uk,,,0.0,6.0, Alexanderland, WV 60179",453.364.1303,ENG3405,Practical English Grammar,LG1Z1@UoNEHT.ac.uk,JS2Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,74.0,4.0,0.0,
Alexanderland, WV 60179",453.364.1303,ENG3406,Field Rhetoric,MD1Z1@UoNEHT.ac.uk,,,76.0,0.0,, Alexanderland, WV 60179",453.364.1303,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,3.0,10.0,3.0,
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1401,Early German Grammar,DB2Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,53.0,0.0,3.0,3.0
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1402,Basic Creative Writing,AT2Z1@UoNEHT.ac.uk,,,4.0,14.0,,
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1403,Early Wider Media,JM8Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,51.0,4.0,2.0,
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1404,Introduction to Formal Speech,DS3Z1@UoNEHT.ac.uk,CT2Z1@UoNEHT.ac.uk,,76.0,1.0,3.0,
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1405,Beginner's Rhetoric,JK1Z1@UoNEHT.ac.uk,SW1Z1@UoNEHT.ac.uk,,8.0,3.0,,
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1406,Early German Literature,MS3Z1@UoNEHT.ac.uk,,,17.0,7.0,2.0,
Alexander,Meyer,131459227,AM28Y25@UoNEHT.ac.uk,1,,271.425.3031x04771,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,52.0,17.0,,
Alexander,Rodriguez,101311482,AR17Y25@UoNEHT.ac.uk,2,"28053 Gray Branch Alexander,Rodriguez,90966194,AR14Y25@UoNEHT.ac.uk,2,"79125 Obrien Valley
Alexander,Romero,2807443,AR1Y25@UoNEHT.ac.uk,4,"3189 Jimenez Trafficway Alexanderview, PW 02243",,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,26.0,,,
Alexanderview, PW 02243",,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,65.0,,, Alexanderview, PW 02243",,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,43.0,6.0,
Alexanderview, PW 02243",,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,50.0,42.0, Alexanderview, PW 02243",,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,13.0,40.0,,
Alexanderview, PW 02243",,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,37.0,25.0,, Alexanderview, PW 02243",,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,14.0,9.0,,
Alexanderview, PW 02243",,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,60.0,0.0,, Alexanderview, PW 02243",,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,24.0,10.0,,
Alexanderview, PW 02243",,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,64.0,9.0,, Alexanderview, PW 02243",,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,46.0,5.0,,
Alexanderview, PW 02243",,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,54.0,36.0,, Alexanderview, PW 02243",,GER2407,Advanced Rhetoric,MH2Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,19.0,19.0,,
Alexanderview, PW 02243",,GER2407,Advanced Rhetoric,MH2Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,75.0,19.0,, Alexander,Walsh,11850306,AW2Y25@UoNEHT.ac.uk,4,"Unit 5725 Box 3028
Alexander,Wright,5841600,AW1Y25@UoNEHT.ac.uk,4,"9612 Smith Row Alexandra,Davis,118890213,AD4Y25@UoNEHT.ac.uk,1,"PSC 5607, Box 4989
Alexandra,Key,78371414,AK5Y25@UoNEHT.ac.uk,2,"9341 French Mountains Alexandria,Hunt,18895169,AH2Y25@UoNEHT.ac.uk,4,"546 Collins Shore
Alexaton, FM 45767",(256)883-1406x04350,GER4401,Expert Formal Speech,TM1Z1@UoNEHT.ac.uk,,,12.0,2.0,4.0,17.0 Alexaton, FM 45767",(256)883-1406x04350,GER4402,Theoretical Wider Media,TB1Z1@UoNEHT.ac.uk,,,,20.0,16.0,
Alexaton, FM 45767",(256)883-1406x04350,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,36.0,6.0,4.0, Alexaton, FM 45767",(256)883-1406x04350,GER4404,Expert Rhetoric,JC1Z1@UoNEHT.ac.uk,,,,2.0,38.0,
Alexaton, FM 45767",(256)883-1406x04350,GER4405,Master's German Literature,EH1Z1@UoNEHT.ac.uk,,,,26.0,14.0, Alexaton, FM 45767",(256)883-1406x04350,GER4406,Expert German Grammar,NW1Z1@UoNEHT.ac.uk,,,85.0,,,
Alexaton, FM 45767",(256)883-1406x04350,GER4407,Master's Poetics,JW1Z1@UoNEHT.ac.uk,,,19.0,7.0,0.0,8.0 Alexchester, MN 21332",001-509-374-5328x0532,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,66.0,6.0,,
Alexchester, MN 21332",001-509-374-5328x0532,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,0.0,6.0,25.0,4.0 Alexchester, MN 21332",001-509-374-5328x0532,FINE3403,Advanced Landscapes,DG1Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,,25.0,10.0,32.0
Alexchester, MN 21332",001-509-374-5328x0532,FINE3404,Mastering Charcoal,JR2Z1@UoNEHT.ac.uk,SN1Z1@UoNEHT.ac.uk,HS2Z1@UoNEHT.ac.uk,86.0,,, Alexchester, MN 21332",001-509-374-5328x0532,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,12.0,28.0,6.0
Alexisbury, CT 53249",001-378-269-4014,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,10.0,10.0,, Alexisbury, CT 53249",001-378-269-4014,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,23.0,2.0,7.0,1.0
Alexisbury, CT 53249",001-378-269-4014,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,27.0,0.0,1.0, Alexisbury, CT 53249",001-378-269-4014,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,28.0,4.0,1.0,4.0
